,username,caption,hashtags,label
10,halka_arz_borsa,Son yılda arz olmuş şirketi karşılaştırdık Gelelim sonuçlara Halka arz olan şirketlerin arz büyüklüğü çok agresif artmış Gün geçtikçe arz olacak şirketlerin halka sattığı lot sayıları artmış yılında şirketlerin arz fiyatı tek haneyken yılında çift haneleri hatta üç haneleri görmüş Halka arzlar öncesinde ucuz arz edilirken gün geçtikçe pahalı arz edilmeye başlamış PDDD ve FK gibi finansal değerler artış göstermiş Geçmiş yıllardaki halka arzların lot sayısı az ve fiyatı makul işleme başladığı için yeni arzlara göre daha fazla tavan gittiği sonucuna ulaşılıyor yılında halka arzlara bin kişi katılırken son zamanlarda bu sayı milyona yaklaşmış durumda Halka arz geliri kullanım raporlarındaki şirketlerin borç ödeme ve işletme sermayesinde kullanacakları yüzdesel pay artış göstermiş Sektörel olarak baktığımızda son zamanlarda GYO halka arz sayıları ve arz büyüklüklerinde artış mevcut Halka arz olmak isteyen şirket sayısında artışlar gerçekleşmiş ve bu sayı ün üzerine çıkmış Katılımcı sayılarındaki artış ile birlikte halka arz kazançları düşmüş Halka arzlara olan yoğun ilgi ve talep devam ediyor devam edeceğe de benziyor,[],finans
11,halka_arz_borsa, Yeni halka arz onayı var Koç Metalurji BİREYSELE EŞİT LOT FİYAT TL TL Altınay Savunma BİREYSELE EŞİT LOT FİYAT TL TL,"['KOCMT', 'ALTNY']",finans
12,halka_arz_borsa,Koton Mağazacılık Halka Arz bölümünden talep KATILIM ENDEKSİNE UYGUN TT BAKİYE KULLANILMAZ,['KOTON'],finans
13,halka_arz_borsa,Lila Kâğıt Halka Arz Oluyor Halka arza neden katılmalıyız sebeplerini okuyabilirsiniz İşlem Kodu NisanMayıs SalıPerşCuma Fiyat Toplam Lot Arz Büyüklüğü Halka Açıklık İskonto Oranı Katılım Endeksine Uygun TT Kullanılamaz ℹGelin şirketi yakından tanıyalım Kendine ait enerji santrali ve Alternatif kaynakları mevcut Satışların u yurtdışına yani ihracat ağırlıklı çalışıyor Geçmiş yıl kârları milyar civarı Bedelsiz potansiyeli barındırıyor Marka değeri yüksek Sofia maylo Berrak Nua vs Fon gelirleri fabrika yatırımı yenilenebilir enerji yaıtırımı ve şirketin ihtiyaç duyduğu işletme sermayesi için kullanılacak Olumlu Arz öncesi arz sonrası defter değeri olacak PDDD Değerleme raporunda emsal alınan ALKA KAPLM gibi şirketlere kıyasla hesaplı duruyor ve yıllarında dönem net kârı pozitif Halka arzdan gelecek milyar Türk lirası yatırımlara dönüşmesi ile değer katacaktır,['LILAK'],finans
14,halka_arz_borsa,Rönesans Yatırım AŞ Talep Toplama Başlıyor Nisan Çarşamba Saat Cuma Saat Talep toplama Fiyat TL iskonto Halka açıklık oranı Halka Arza Katılım Bir Çok Nedenden Dolayı Katılım Sağlayacağım Türkiyenin En Büyük AVM Yatırımcısı Bütün AVMlerinde Yüzde Dolulukta Mağazalar Sıra Bekliyor Şirket Enflasyon dan Hiç Etkilenmiyor Enflasyon Bazlı Ücret Ve Kira Artışlarına Sahipler Marka Değeri Çok Yüksek Bir ŞirketUluslararası Bilinirliği Fazlasıyla Var ℹBen Şirketi Çok Beğendim Tabloları İnceleyebililirsiniz İle Kıyaslanamaz,"['RGYAS', 'AVRGY', 'SURGY']",finans
15,halka_arz_borsa,Rönesans Gayrimenkul Yatırım AŞ Halka Arz Oluyor Nisan ÇarPerCum Fiyat Bireysele Eşit Dağıtım Toplam Lot Sayısı Arz Büyüklüğü,['RGYAS'],finans
16,halka_arz_borsa,SPK bülteninde şirketin halka arzına onay verildi Taslak izahnamesine göre Rönesans RGY BİREYSELE EŞİT LOT FİYAT TL TL,['RGYAS'],finans
17,halka_arz_borsa,Halka Arzında Tavandan Satan Arkadaşımın Bana Uyguladığı Tarife ,['ODINE'],finans
18,halka_arz_borsa,Ic Enterra Yenilenebilir Enerji Halka Arz Bilgileri Arz Büyüklüğü milyar TL Halka Açıklık Oranı Pay Satışı milyon lot Arz Fiyatı TL Talep Toplama Mart Dağıtım Şekli Bireysele Eşit Dağıtım,"['ENTRA', 'halkaarz']",finans
19,halka_arz_borsa,SPK Bülteni yayınlandı Yeni Halka Arz IC ENTRRA Bist kodu Lot Adedi Lot Fiyat TL Arz Büyüklüğü Milyar TL Bireysele Eşit Dağıtım,['ENTRA'],finans
20,halka_arz_borsa, Kasım sonrası halka arz olan şirketin performansı ,[],finans
21,halka_arz_borsa, Odine Solutions Teknoloji Halka Arz Oluyor BİREYSELE EŞİT LOT FİYAT TL TL,['ODİNE'],finans
22,halka_arz_borsa,Odine Solutions Teknoloji Hisse Fiyatı TL Hisse Adedi Dağıtım Bireysele Eşit,[],finans
23,halka_arz_borsa,Ücretsiz Dikkat Aradığınız O Mobil Uygulama Ayağınıza Geldi Tamamen ücretsiz kademe derinlık aracı kurum dağılımı ve bir çok özellıkleri ile YatirimTeknik Storede İndirmek İçin Google play store Veya App Store YatırımTeknik Yazarak İndirebilirsiniz Ya da Profildeki Linke Tıklayarak Bakabilirsiniz,['reklam'],finans
24,halka_arz_borsa,Mogan Enerji talep toplama işlemi bugün başlıyor Aracı kurumlarınızınBankaların halka arz menüsünden taleplerinizi iletebilirsiniz Katılabileceğiniz kurumlar ve detaylı bilgiler tablolar da mevcuttur Biz taleplerimizi yolladık Sizler ,[],finans
25,halka_arz_borsa, Artemis Halı AŞ Halka arz oluyor Hisse Fiyatı TL Hisse Adedi Dağıtım Tamamı Eşit,[],finans
26,halka_arz_borsa, Tarihli SPK bülteninde halka arz onayı alan şirketler Mogan Enerji Yatırım Holding AŞ Hisse Fiyatı TL Hisse Adedi Dağıtım Bireysele Eşit Artemis Halı AŞ Hisse Fiyatı TL Hisse Adedi Dağıtım Tamamı Eşit,['halkaarz'],finans
27,halka_arz_borsa, Oba Makarnacılık TT BAKİYE KULLANILMAZ KATILIM ENDEKSİNE UYGUN FonDövizHisse Blokajı MEVCUT Halka Arz Talep Giriş bölümünden,[],finans
28,halka_arz_borsa,Alves Kablo Halka Arz Oluyor TT BAKİYE KULLANILMAZ KATILIM ENDEKSİNE UYGUN FonDövizHisse Blokajı MEVCUT Halka Arz Talep Giriş bölümünden,['ALVES'],finans
29,halka_arz_borsa, Halka Arz onaylandı ALVES KABLO İnfo Yatırım liderliğinde TL den OBA MAKARNA Ünlü Menkul liderliğinde TL den,"['ALVES', 'OBAMS']",finans
30,halka_arz_borsa,Pasifik Teknoloji Bor Şeker Tavan Tablosu,['halkaarz'],finans
31,halka_arz_borsa,Hisse reisin günlük hayatı Herkesin vardır çevresinde böyle tipler şahsen hiç sevmem Via,[],finans
32,halka_arz_borsa,Limak Doğu Anadolu Çimento Halka arz oluyor,['halkaarz'],finans
33,halka_arz_borsa, tarihli SPK bülteninde halka arz onayı alan şirket Limak Doğu Anadolu Çimento Sanayi ve Ticaret AŞ Satış Fiyatı ,['halkaarz'],finans
34,halka_arz_borsa, Bor Şeker Pasifik Teknoloji Talep Toplama Günleri,['halkaarz'],finans
35,halka_arz_borsa,Pasifik Donanım ve Yazılım Halka arz oluyor Şubat Talep Toplama Katılım Endeksine Uygun TT Bakiye Kullanılmaz,[],finans
36,halka_arz_borsa,Bor Şeker Halka arz oluyor Şubat Talep Toplama Katılım Endeksine Uygun TT Bakiye Kullanılmaz,['halkaarz'],finans
37,halka_arz_borsa,SPK bülteninde şirketin halka arzına onay verildi Taslak izahnamelerine göre Pasifik Donanım ve Yazılım BİREYSELE EŞİT LOT FİYAT TL TL Bor Şeker BİREYSELE EŞİT LOT FİYAT TL TL,[],finans
38,halka_arz_borsa, SPK Bülteni Açıklandı Yeni Halka Arz Onayı Çıkmadı,['halkaarz'],finans
39,halka_arz_borsa,arzı için de arzı için de zamanlamanın yanlış olduğunu çok büyük arzlar olduğunu belirtmiştik Bin halka arz yatırımcısı hesabını kapatarak gitti İşte son halka arzın tablosu,"['TABGD', 'AVRGY']",finans
40,halka_arz_borsa, Tarihinde halka arz onayı şirket Avrupa Kent GYO DAĞITIMBİREYSELE EŞİT LOT FİYAT TL,[],finans
41,halka_arz_borsa, Mega Metal Halka arz oluyor Talep Toplama Aralık ,['halkaarz'],finans
42,halka_arz_borsa, tarihli SPK bülteninde halka arz onayı alan şirketler Mega Metal ORANSAL DEĞİŞECEK LOT FİYAT TL TL Kuzey Boru TAMAMI EŞİT LOT FİYAT TL TL Sur Tatil Evleri GYO BİREYSELE EŞİT LOT FİYAT TL TL,[],finans
43,halka_arz_borsa,Çates Elektrik Üretim Batı Ege GYO Katılım bilgileri,[],finans
44,halka_arz_borsa, Batı Ege GYO Halka arz oluyor DAĞITIMBİREYSELE EŞİT LOT FİYAT TL,[],finans
45,halka_arz_borsa,Çates Elektrik Üretim Halka Arz Oluyor BİREYSELE EŞİT LOT FİYAT TL TL Katılım Endeksi Uygun ,[],finans
46,halka_arz_borsa,SPKdan yeni Onayı geldi Çates Elektrik Üretim AŞ Şeker Yatırım Menkul Değerler AŞ Batı Ege Gayrimenkul Yatırım Ortaklığı AŞ,"['halkaarz', 'CATES', 'SKYMD', 'BEGYO']",finans
47,halka_arz_borsa,Agrotech Yüksek Teknoloji Ekos Teknoloji Elektrik Yatırımlar Holding Muhtemel tavan listesi,[],finans
48,halka_arz_borsa, Ekos Teknoloji Elektrik Satış tarihleri Kasım,[],finans
49,halka_arz_borsa, Yatırımlar Holding Halka arz oluyor Satış tarihleri Kasım,[],finans
50,halka_arz_borsa, Agrotech Yüksek Teknoloji Halka arz oluyor Satış tarihleri Kasım,[],finans
51,halka_arz_borsa, tarihli SPK bülteninde halka arz onayı alan şirketler,[],finans
52,halka_arz_borsa,Tureks Madencilik Tavan listesi,[],finans
53,halka_arz_borsa,halka arz sonuçları belli oldu en az En fazla er lot dağıtım yapıldı,['MARBL'],finans
54,halka_arz_borsa,Bülten açıklandı bu hafta halka arzı onay çıkmadı,[],finans
55,halka_arz_borsa,Tureks Turunç Madencilik Halka arz oluyor Detaylı bilgiler görsellerde mevcut,[],finans
56,halka_arz_borsa,Marble Systems Tureks Turunç Madencilik halka arz tarihleri belli oldu TL olarak belirlenen fiyattan MARBL kodu ile Kasım tarihlerinde halka arz olacak Firma mermer ihracatında ilk sırada yer alıyor Mermer sektörü halka arzda borsada bir ilk Bu sebepten uzun vadede düşünülmesi faydalı olacaktır,[],finans
57,halka_arz_borsa, tarihli SPK bülteninde halka arz onayı alan şirket Tureks Turunç Madencilik Dağıtım TAMAMI EŞİT LOT FİYAT TL,[],finans
58,halka_arz_borsa,SPK Bülten açıklandı yeni halka arz onayı çıkmadı,[],finans
59,halka_arz_borsa,Bugün sadece borsada devreler kesilmedi Bizlerinde devreleri kesildi yandı ,[],finans
60,halka_arz_borsa,Halka arzda lot alamayanlar Dikkat Yatırım tercihini token olarak yapanlar Türkiyenin büyük borsalarından ICRYPEX kendi borsa tokenini çıkardı Ön satışta indirimle sizi kazandırmaya erkenden başlayacak gibi Ayrıca Staking ürünlerinde yüksek APR gibi birçok avantajı mevcut Bir göz atın derim httpbitlySssm,['ICPX'],finans
61,halka_arz_borsa,Bu haftayı pas geçiyoruz,[],finans
62,halka_arz_borsa, Vera Konsept GYO talep toplama işlemi YARIN BAŞLAYACAK TT BAKİYE KULLANILAMAZ Banka aracı kurumunuzun HALKA ARZ BÖLÜMÜNDEN talepte bulunabilirsiniz KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'Vera', 'Vrgyo']",finans
63,halka_arz_borsa,MHR Gayrimenkul Yatırım Ortaklığı YARIN işleme başlayacak,"['Halkaarz', 'Borsa', 'Hisse', 'Dofer', 'Borls', 'Vrgyo', 'Tabgd', 'MhrGYO', 'Mhrgy']",finans
64,halka_arz_borsa,Bizi bitirdin be bizi bitirdin be Altın kapılarımız kan oldu Tayfun ,[],finans
65,halka_arz_borsa,MHR GYO işleme başlama tarihi EKİM ÇARŞAMBA,"['Halkaarz', 'Borsa', 'Hisse', 'Mekag', 'Dofer', 'Borls', 'Vrgyo', 'Tabgd', 'Mhrgy']",finans
66,halka_arz_borsa,Borlease Otomotiv işleme başlama tarihi EKİM PERŞEMBE,"['Halkaarz', 'Borsa', 'Hisse', 'Dofer', 'Mhrgy', 'Vrgyo', 'Tabgd', 'Borls']",finans
67,halka_arz_borsa,MHR GYO resmi sonuçları açıklandı Toplamda yatırımcının talebi karşılandı Hesap başı en fazla LOT TL pay dağıtımı oldu,"['Halkaarz', 'Borsa', 'Hisse', 'Mekag', 'Dofer', 'Borls', 'Vrgyo', 'Tabgd', 'Mhrgy']",finans
68,halka_arz_borsa,Borlease Otomotiv LOT paya göre tavan tablosu,"['Halkaarz', 'Borsa', 'Hisse', 'Dofer', 'Mhrgy', 'Vrgyo', 'Tabgd', 'Borlease', 'Borls']",finans
69,halka_arz_borsa, halka arz sonucu açıklandı u yurt içi bireysel yatırımcı olmak üzere toplamda kişi kurumun talebi karşılandı Hesap başı en fazla LOT TL pay dağıtımı oldu,"['BORLS', 'halkaarz', 'borsa', 'hisse', 'vrgyo', 'tabgd']",finans
70,halka_arz_borsa, Vera Konsept GYO arzına kaç lot talepte bulunmalıyım Dağıtımı yapılan son arz kadar talep olması halinde LOT TL pay düşüyor,"['Halkaarz', 'Borsa', 'Hisse', 'Mekag', 'Dofer', 'Mhrgy', 'Borls', 'Tabgd', 'Vera', 'Vrgyo']",finans
71,halka_arz_borsa,Vera Konsept GYO TT BAKİYE KULLANILMAZ FonDövizHisse Blokajı MEVCUT KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'VeraGYO', 'Vrgyo']",finans
72,halka_arz_borsa, TAB Gıda arzına kaç lot talepte bulunmalıyım Dağıtımı yapılan son arz kadar talep olması halinde LOT TL pay düşüyor,"['Halkaarz', 'Borsa', 'Hisse', 'Mekag', 'Dofer', 'Mhrgy', 'Borls', 'Vrgyo', 'TabGıda', 'Tabgd']",finans
73,halka_arz_borsa,TAB Gıda TT BAKİYE KULLANILMAZ FonDövizHisse Blokajı MEVCUT KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'TabGıda', 'Tabgd']",finans
74,halka_arz_borsa, SPK bülteninde şirketin halka arzına onay verildi Taslak izahnamelerine göre TAB Gıda BİREYSELE EŞİT LOT FİYAT TL TL Vera Konsept GYO TAMAMI EŞİT LOT FİYAT TL TL,"['Halkaarz', 'Borsa', 'Hisse', 'TAB', 'TabGıda', 'Tabgd', 'Vera', 'VeraKonsept', 'Vrgyo']",finans
75,halka_arz_borsa,Dofer Yapı Malzemeleri işleme başlama tarihi EKİM PAZARTESİ,"['Halkaarz', 'Borsa', 'Hisse', 'Mekag', 'Borls', 'Mhrgy', 'Dofer']",finans
76,halka_arz_borsa,Dofer Yapı Malzemeleri resmi sonuçları açıklandı Toplamda yatırımcının talebi karşılandı Hesap başı en fazla LOT TL pay dağıtımı oldu,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Hatsn', 'Mekag', 'Mhrgy', 'Borls', 'Dofer']",finans
77,halka_arz_borsa,BORLEASE OTOMOTİVİN HALKA ARZI BUGÜN VE YARIN DEVAM EDİYOR Fiyatı TL,['BORLS'],finans
78,halka_arz_borsa, talep toplama işlemleri YARIN BAŞLAYACAK TT BAKİYE KULLANILABİLİR Banka aracı kurumunuzdan NORMAL HİSSE ALIR GİBİ talepte bulunabilirsiniz KATILIM ENDEKSİNE UYGUN,"['MHRGY', 'Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Dofer', 'Borls', 'MhrGYO', 'Mhrgy']",finans
79,halka_arz_borsa,Meka Beton LOT paya göre tavan tablosu,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Hatsn', 'Mhrgy', 'Borls', 'Dofer', 'Meka', 'Mekag']",finans
80,halka_arz_borsa,Meka Beton Santralleri YARIN işleme başlıyor,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Hatsn', 'Dofer', 'Borls', 'Mhrgy', 'Meka', 'Mekag']",finans
81,halka_arz_borsa, talep toplama işlemi YARIN BAŞLIYOR TT BAKİYE KULLANILAMAZ Banka aracı kurumunuzun HALKA ARZ BÖLÜMÜNDEN talepte bulunabilirsiniz KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Mhrgy', 'Dofer', 'Borlease', 'Borls']",finans
82,halka_arz_borsa,Meka Beton Santralleri işleme başlama tarihi EKİM PERŞEMBE,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Borls', 'Mhrgy', 'Dofer', 'Meka', 'Mekag']",finans
83,halka_arz_borsa,Dofer Yapı Malzemeleri talep toplama işlemleri YARIN BAŞLIYOR TT BAKİYE KULLANILABİLİR Banka aracı kurumunuzdan NORMAL HİSSE ALIR GİBİ talepte bulunabilirsiniz KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Borls', 'Mhrgy', 'DoferYapı', 'Dofer']",finans
84,halka_arz_borsa,Dofer Yapı Malzemeleri onaylı izahname bilgileri Ekim SalıÇarşamba Tamamı Eşit Dağıtım Fiyat Lot Arz Büyüklüğü Katılım Endeksine Uygun TT Kullanılabilir İskonto Halka Açıklık Tüm Banka ve Aracı Kurumlar,['DOFER'],finans
85,halka_arz_borsa, Meka Beton resmi sonuçları açıklandı Toplamda yatırımcının talebi karşılandı Hesap başı en fazla LOT TL pay dağıtımı oldu,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Hatsn', 'Dofer', 'Mhrgy', 'Borls', 'Meka', 'Mekag']",finans
86,halka_arz_borsa, BORLEASE Otomotiv AŞ Ekim ÇarşambaPerşembeCuma Halka Arz Talep Giriş Bölümünden Katılım Endeksine Uygun Galatasaraylılar Ne Düşünüyorsunuz ,['BORLS'],finans
87,halka_arz_borsa, Borlease Otomotiv arzına kaç lot talepte bulunmalıyım Dağıtımı yapılan son arz kadar talep olması halinde LOT TL pay düşüyor,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Dmrgd', 'Borlease', 'Dofer', 'Mhrgy', 'Borls']",finans
88,halka_arz_borsa,Borlease Otomotiv TT BAKİYE KULLANILMAZ FonDövizHisse Blokajı MEVCUT KATILIM ENDEKSİNE UYGUN LOT ek satışın tahsisat oranına şirket ve pay sahibi karar verecek,"['Halkaarz', 'Borsa', 'Hisse', 'Mhrgy', 'Dofer', 'Borlease']",finans
89,halka_arz_borsa, MHR GYO arzına kaç lot talepte bulunmalıyım Tamamı eşit dağıtım son arz kadar talep olması halinde LOT TL pay düşüyor,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Dmrgd', 'Borlease', 'Borls', 'Dofer', 'MhrGYO', 'Mhrgy']",finans
90,halka_arz_borsa,MHR Gayrimenkul TT BAKİYE KULLANILABİLİR KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'Borls', 'Dofer', 'MhrGYO', 'Mhrgy']",finans
91,halka_arz_borsa, Dofer Yapı arzına kaç lot talepte bulunmalıyım Tamamı eşit dağıtım son arz kadar talep olması halinde LOT TL pay düşüyor,"['Halkaarz', 'Borsa', 'Hisse', 'Tarkm', 'Dmrgd', 'Mhrgy', 'Borlease', 'Borls', 'DoferYapı', 'Dofer']",finans
92,halka_arz_borsa,Dofer Yapı Malzemeleri TT BAKİYE KULLANILABİLİR KATILIM ENDEKSİNE UYGUN,"['Halkaarz', 'Borsa', 'Hisse', 'Mhrgy', 'Borls', 'DoferYapı', 'Dofer']",finans
93,halka_arz_borsa,Meka Beton arzı hesaplara yapılan dağıtıma göre hesap başı en fazla LOT pay edildi,"['Halkaarz', 'Borsa', 'Hisse', 'Gıpta', 'Tarkm', 'Mhrgy', 'Borls', 'Dofer', 'Meka', 'Mekag']",finans
94,halka_arz_borsa, SPK bülteninde şirketin halka arzına onay verildi Taslak izahnamelerine göre MHR GYO TAMAMI EŞİT LOT FİYAT TL TL Borlease Otomotiv BİREYSELE EŞİT LOT FİYAT TL TL Dofer Yapı TAMAMI EŞİT LOT FİYAT TL TL,"['Halkaarz', 'Borsa', 'Hisse', 'Mhr', 'MhrGyo', 'Borlease', 'Borls', 'DoferYapı', 'Dofer']",finans
